Task_name,Participant #,Runtime_mod,Movie_time,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Probe Version,Probe Number,Probe Duration
Movie Task-c4,subject_15,11,172.51983720000135,2.1999999999999984,10.0,5.0,1.2000000000000002,9.200000000000003,4.800000000000003,1.4000000000000001,9.0,4.199999999999999,4.0,5.0,6.600000000000005,5.600000000000012,2.4999999999999996,9.0,6.0,14,4,165
Movie Task-c4,subject_15,11,7.1312436000443995,6.000000000000007,1.6000000000000045,6.900000000000011,5.900000000000004,1.0,1.0,7.0,1.3999999999999995,4.0,2.699999999999998,3.1999999999999984,2.3999999999999995,3.999999999999999,9.0,6.700000000000012,6.0000000000000036,14,5,7.1312436000443995_end
Movie Task-summer,subject_15,-10,109.70867630001158,2.0,3.200000000000002,4.10000000000001,8.600000000000005,1.5,3.700000000000006,5.800000000000011,2.800000000000005,6.400000000000009,6.300000000000006,1.0,3.999999999999999,1.0,1.0,3.400000000000002,1.5999999999999992,8,0,90
Movie Task-summer,subject_15,-10,188.64930079999613,2.4999999999999987,9.0,7.0,2.0,10.0,3.0,8.900000000000004,7.30000000000001,10.0,10.0,2.0,4.0,2.0,7.0,2.0,6.0,8,1,180
Movie Task-summer,subject_15,-10,161.04604639997706,2.0,2.0,1.6,7.600000000000001,7.0,1.3000000000000003,9.0,8.300000000000006,9.0,3.300000000000002,7.0,7.0,6.0,3.0,2.6000000000000005,4.0,8,2,150
Movie Task-summer,subject_15,-10,127.01766329997918,4.5,5.400000000000002,9.500000000000002,3.6000000000000023,2.0,4.0,8.0,4.0,7.000000000000007,7.500000000000002,8.300000000000006,1.6999999999999993,4.600000000000003,2.9000000000000017,3.4999999999999996,7.0,8,3,120
Movie Task-summer,subject_15,-10,110.97196829994209,6.3000000000000025,2.6999999999999997,4.0,7.0,2.0,6.200000000000003,6.400000000000002,6.400000000000002,7.500000000000002,6.0,9.400000000000002,9.300000000000002,2.6999999999999997,5.700000000000001,6.400000000000002,4.0,8,4,105
Movie Task-summer,subject_15,-10,5.861898700008169,7.0,8.0,1.0,10.0,8.0,7.0,5.3000000000000025,6.0,8.200000000000006,10.0,4.0,3.0,8.0,9.0,10.0,9.0,8,5,5.861898700008169_end
Movie Task-summer,subject_16,9,120.55215039999166,4.500000000000002,9.000000000000004,4.100000000000001,9.0,10.0,10.0,6.600000000000012,3.6000000000000014,4.200000000000001,3.3000000000000003,2.3999999999999986,5.0,5.000000000000002,7.999999999999993,5.000000000000007,4.600000000000003,2,0,90
Movie Task-summer,subject_16,9,112.68902980000712,3.900000000000017,3.1999999999999984,5.000000000000002,9.999999999999986,10.0,10.0,6.600000000000005,3.999999999999999,3.7000000000000166,5.0,5.10000000000001,5.100000000000017,6.800000000000008,9.799999999999986,5.899999999999999,5.700000000000015,2,1,105
Movie Task-summer,subject_16,9,127.93482280000171,7.399999999999999,7.999999999999993,5.799999999999998,7.799999999999991,9.699999999999985,10.0,6.800000000000004,5.300000000000006,4.4,4.600000000000007,4.799999999999999,6.999999999999995,6.300000000000013,9.799999999999985,9.199999999999989,4.0,2,2,120
Movie Task-summer,subject_16,9,152.73908530001063,6.100000000000014,7.79999999999999,6.700000000000008,8.600000000000005,9.899999999999993,10.0,7.100000000000007,3.9000000000000097,4.500000000000018,5.200000000000001,7.099999999999993,6.800000000000011,7.499999999999995,4.400000000000002,9.199999999999996,6.100000000000007,2,3,135
Movie Task-summer,subject_16,9,157.2747185999906,7.499999999999991,7.9000000000000075,5.400000000000006,7.399999999999992,9.899999999999984,9.299999999999988,3.800000000000013,4.500000000000011,3.7999999999999985,4.200000000000006,5.899999999999999,7.20000000000001,5.200000000000006,2.5999999999999988,7.0,5.8,2,4,150
Movie Task-summer,subject_16,9,8.566092199995182,4.5,7.299999999999992,5.800000000000015,5.499999999999999,8.899999999999988,8.799999999999986,4.0,3.7000000000000024,5.400000000000009,4.2,4.6,6.000000000000011,3.799999999999999,5.300000000000002,4.0,5.20000000000001,2,5,8.566092199995182_end
Movie Task-c4,subject_16,5,89.70971819999977,6.0,4.900000000000015,4.400000000000003,7.10000000000001,7.599999999999994,7.500000000000009,4.500000000000014,5.6,3.8,3.0,3.4000000000000057,8.0,4.200000000000001,4.100000000000014,5.9999999999999964,5.300000000000006,11,0,75
Movie Task-c4,subject_16,5,142.56306420000328,4.500000000000018,6.899999999999993,5.899999999999999,9.199999999999987,7.999999999999991,9.699999999999994,8.09999999999999,4.20000000000001,5.100000000000014,2.8000000000000016,6.299999999999999,6.499999999999997,6.399999999999996,4.9,4.700000000000003,7.700000000000005,11,1,135
Movie Task-c4,subject_16,5,162.21147669998754,5.300000000000002,5.9,4.0,3.0,6.0,2.0,5.000000000000007,5.5,4.700000000000003,6.700000000000012,6.400000000000013,5.100000000000003,5.600000000000012,8.0,6.1999999999999975,5.000000000000018,11,2,150
Movie Task-c4,subject_16,5,99.39475910000328,4.0,4.900000000000011,5.799999999999999,4.499999999999999,8.0,8.29999999999999,5.3,3.8,4.3999999999999995,4.100000000000003,6.900000000000004,7.299999999999994,5.400000000000002,2.900000000000016,4.300000000000001,6.6999999999999975,11,3,90
Movie Task-c4,subject_16,5,172.086796100004,3.9000000000000017,7.699999999999992,5.100000000000007,8.09999999999999,7.799999999999993,8.999999999999986,6.2000000000000135,6.0,3.600000000000001,4.5,6.299999999999996,8.0,3.699999999999999,3.4999999999999987,2.9999999999999982,6.0,11,4,165
Movie Task-c4,subject_16,5,4.525629499999923,6.599999999999996,8.399999999999988,5.3000000000000025,6.0,7.999999999999989,8.399999999999995,6.699999999999996,7.700000000000005,6.299999999999996,6.0,10.0,5.500000000000012,6.399999999999997,4.200000000000002,3.0,5.500000000000012,11,5,4.525629499999923_end
Movie Task-lms,subject_16,8,205.81674570000905,5.7,7.199999999999993,5.6,6.6000000000000085,6.300000000000013,7.0,5.100000000000007,6.30000000000001,5.899999999999997,5.499999999999999,5.500000000000012,5.800000000000004,6.0,4.6,8.000000000000004,6.099999999999998,12,0,180
Movie Task-lms,subject_16,8,68.62084669999604,7.0,6.2000000000000135,6.200000000000003,5.700000000000008,6.000000000000014,6.0,5.0,7.0,6.300000000000006,5.500000000000012,5.300000000000013,5.900000000000004,6.0,4.600000000000003,6.900000000000004,6.300000000000013,12,1,45
Movie Task-lms,subject_16,8,117.24304979998851,7.000000000000011,6.999999999999996,5.399999999999999,7.399999999999993,7.0,8.200000000000006,9.0,5.800000000000015,8.099999999999993,5.6,5.800000000000004,6.0,6.000000000000014,4.0,5.8,6.500000000000009,12,2,90
Movie Task-lms,subject_16,8,189.2336772000126,4.600000000000003,5.699999999999998,5.200000000000006,5.000000000000007,7.799999999999994,8.999999999999986,6.999999999999994,6.299999999999996,4.70000000000001,5.100000000000002,6.799999999999997,5.600000000000012,6.499999999999997,7.799999999999994,6.800000000000011,6.300000000000013,12,3,180
Movie Task-lms,subject_16,8,66.66843059999519,6.599999999999994,6.799999999999994,5.8999999999999995,7.899999999999991,4.400000000000003,7.000000000000007,5.800000000000011,5.30000000000001,5.600000000000012,5.900000000000004,5.5,9.0,6.199999999999997,3.9000000000000026,7.000000000000011,5.600000000000005,12,4,60
Movie Task-lms,subject_16,8,4.661622600004193,2.0,6.600000000000012,5.899999999999999,8.09999999999999,8.699999999999998,8.0,5.700000000000015,6.9000000000000075,6.100000000000014,4.300000000000001,5.400000000000006,6.200000000000006,6.599999999999995,5.3999999999999995,3.0,6.9999999999999964,12,5,4.661622600004193_end
Movie Task-c4,subject_17,-13,220.08496499992907,9.399999999999995,5.800000000000008,7.500000000000005,2.5000000000000004,6.299999999999995,7.000000000000011,6.0,8.499999999999991,2.900000000000009,8.29999999999999,6.099999999999997,6.099999999999996,5.9,6.699999999999995,6.099999999999997,8.599999999999998,15,0,165
Movie Task-c4,subject_17,-13,98.86145640001632,7.500000000000005,5.300000000000001,2.799999999999999,2.6000000000000005,4.3000000000000025,7.0000000000000036,3.5000000000000004,7.900000000000004,4.300000000000001,7.100000000000003,6.700000000000005,8.100000000000003,4.000000000000002,7.299999999999995,7.299999999999994,7.099999999999996,15,1,90
Movie Task-c4,subject_17,-13,84.8165028000949,5.899999999999997,8.400000000000006,5.300000000000001,4.300000000000001,6.400000000000006,2.699999999999999,7.800000000000008,8.099999999999996,5.1000000000000005,8.600000000000005,6.399999999999996,5.2,6.400000000000006,4.900000000000004,6.099999999999996,8.400000000000006,15,2,75
Movie Task-c4,subject_17,-13,190.182957299985,7.299999999999995,8.399999999999991,8.100000000000007,3.899999999999999,5.900000000000004,3.7000000000000006,8.399999999999991,8.699999999999989,8.700000000000005,8.29999999999999,7.9999999999999964,8.300000000000006,3.899999999999999,7.399999999999993,8.900000000000004,6.699999999999994,15,3,180
Movie Task-c4,subject_17,-13,127.8673143000342,6.399999999999997,8.300000000000006,8.899999999999997,7.299999999999992,5.5,7.499999999999995,9.099999999999996,8.099999999999993,8.799999999999997,9.299999999999988,7.89999999999999,9.200000000000003,6.600000000000001,8.399999999999988,8.800000000000004,7.199999999999996,15,4,120
Movie Task-c4,subject_17,-13,4.195863600005396,7.6999999999999975,5.300000000000001,5.1000000000000005,8.700000000000005,4.700000000000001,7.399999999999995,9.599999999999987,7.499999999999998,6.499999999999996,6.3000000000000025,7.600000000000005,6.799999999999996,5.000000000000002,4.600000000000001,6.899999999999993,5.000000000000001,15,5,4.195863600005396_end
Movie Task-lms,subject_17,-6,207.42495739995502,6.799999999999994,4.000000000000002,4.5000000000000036,6.20000000000001,5.300000000000006,5.100000000000014,5.500000000000005,6.20000000000001,4.200000000000001,7.000000000000011,5.800000000000008,5.400000000000006,7.800000000000008,5.3,3.300000000000001,6.600000000000005,12,0,180
Movie Task-lms,subject_17,-6,51.892792500089854,3.6000000000000005,5.9000000000000075,3.6000000000000014,6.000000000000007,5.400000000000009,5.800000000000011,5.9000000000000075,6.30000000000001,4.000000000000001,7.10000000000001,4.6000000000000005,6.700000000000012,5.499999999999998,5.800000000000015,5.500000000000005,4.800000000000003,12,1,45
Movie Task-lms,subject_17,-6,95.89441179996356,6.099999999999996,1.8999999999999984,6.199999999999996,4.400000000000001,3.5999999999999988,5.20000000000001,6.500000000000002,6.600000000000005,6.500000000000002,4.600000000000001,6.200000000000006,6.000000000000011,6.199999999999996,8.000000000000004,3.9000000000000017,7.6000000000000085,12,2,90
Movie Task-lms,subject_17,-6,185.9967714000959,6.899999999999997,1.5999999999999992,4.400000000000003,7.9000000000000075,5.000000000000001,3.9000000000000017,6.499999999999995,5.799999999999997,4.3000000000000025,7.100000000000003,6.3000000000000025,7.499999999999995,9.000000000000004,6.400000000000006,7.200000000000003,7.800000000000008,12,3,180
Movie Task-lms,subject_17,-6,65.51808820001315,6.500000000000012,5.20000000000001,5.6999999999999975,7.6000000000000085,3.3000000000000003,7.100000000000007,2.8000000000000007,6.800000000000008,7.499999999999994,7.400000000000006,4.9,5.500000000000005,4.600000000000003,2.999999999999999,6.0000000000000036,5.6999999999999975,12,4,60
Movie Task-lms,subject_17,-6,3.509339499985799,3.900000000000001,6.400000000000006,2.1999999999999993,8.699999999999998,7.400000000000009,2.900000000000001,2.799999999999999,4.400000000000003,7.400000000000009,5.400000000000006,8.399999999999995,2.699999999999999,7.100000000000007,5.500000000000005,4.000000000000003,4.400000000000001,12,5,3.509339499985799_end
Movie Task-summer,subject_17,-7,173.14649920002557,2.099999999999999,4.6000000000000005,8.400000000000006,4.1,2.4000000000000004,4.500000000000007,7.599999999999998,4.700000000000001,6.599999999999998,2.1999999999999993,6.700000000000012,6.200000000000003,7.100000000000007,6.200000000000003,3.900000000000001,4.700000000000001,15,0,165
Movie Task-summer,subject_17,-7,95.57480249996297,7.8999999999999915,7.200000000000003,4.5000000000000036,4.1,5.700000000000005,7.699999999999993,8.300000000000002,1.2000000000000002,4.3999999999999995,8.500000000000005,6.9999999999999964,7.200000000000003,3.099999999999999,1.5999999999999992,6.200000000000003,7.000000000000011,15,1,90
Movie Task-summer,subject_17,-7,81.81422519998159,8.199999999999996,9.1,7.89999999999999,6.399999999999998,8.300000000000006,5.000000000000001,8.299999999999999,4.500000000000002,8.300000000000002,8.100000000000003,8.300000000000002,7.399999999999995,8.599999999999987,7.099999999999996,9.999999999999986,7.899999999999992,15,2,75
Movie Task-summer,subject_17,-7,188.16469469992444,5.7,7.399999999999993,4.400000000000001,8.399999999999991,7.400000000000006,9.600000000000001,8.200000000000003,7.399999999999993,7.099999999999996,8.099999999999989,5.700000000000005,7.899999999999993,1.900000000000015,6.100000000000014,8.399999999999991,7.3999999999999915,15,3,180
Movie Task-summer,subject_17,-7,126.46610650001094,3.9000000000000017,8.199999999999996,7.700000000000005,3.899999999999999,8.000000000000007,5.000000000000001,8.2,5.200000000000002,4.9,4.700000000000001,7.499999999999994,7.299999999999995,6.299999999999995,5.3999999999999995,6.400000000000002,4.200000000000001,15,4,120
Movie Task-summer,subject_17,-7,3.7114474999252707,2.999999999999999,6.700000000000001,3.300000000000001,8.799999999999997,5.0000000000000036,5.100000000000017,5.7,8.100000000000003,3.3000000000000163,5.100000000000003,4.200000000000001,6.100000000000007,3.8000000000000007,2.899999999999999,3.6000000000000014,2.1999999999999993,15,5,3.7114474999252707_end
Movie Task-c4,subject_18,9,139.1469554998912,7.3000000000000025,7.199999999999994,6.199999999999996,7.599999999999994,9.000000000000004,10.0,6.999999999999993,8.0,5.899999999999998,5.9000000000000075,4.400000000000002,5.599999999999999,7.099999999999994,5.700000000000008,8.399999999999995,10.0,14,0,105
Movie Task-c4,subject_18,9,206.20221079979092,6.099999999999998,7.600000000000005,7.499999999999993,5.6000000000000085,5.500000000000016,10.0,6.9999999999999964,6.899999999999997,5.9000000000000075,4.700000000000001,5.6000000000000085,5.500000000000005,10.0,5.0000000000000036,8.0,7.99999999999999,14,1,195
Movie Task-c4,subject_18,9,90.6061653001234,5.699999999999999,10.0,6.000000000000011,8.29999999999999,6.800000000000008,8.299999999999988,7.500000000000005,2.300000000000001,1.900000000000015,1.0,8.499999999999998,7.799999999999992,5.3999999999999995,5.699999999999998,4.0,7.89999999999999,14,2,75
Movie Task-c4,subject_18,9,75.31122440006584,8.49999999999999,10.0,7.000000000000011,5.699999999999998,2.6000000000000005,10.0,7.0,2.300000000000012,2.0999999999999983,1.0,8.0,8.400000000000002,1.0,4.000000000000013,1.6999999999999993,10.0,14,3,60
Movie Task-c4,subject_18,9,178.74640849977732,8.69999999999999,6.999999999999994,6.6000000000000085,5.700000000000001,2.3999999999999977,8.49999999999999,5.500000000000005,6.100000000000014,2.000000000000015,3.899999999999999,3.200000000000002,7.899999999999992,1.0,2.000000000000015,2.2000000000000046,7.699999999999993,14,4,165
Movie Task-c4,subject_18,9,7.730384500231594,3.800000000000006,5.800000000000008,1.0,1.0,1.0,2.0,1.4999999999999976,1.0,1.8000000000000116,4.100000000000003,8.699999999999987,2.500000000000012,2.0,5.600000000000016,1.9000000000000008,5.400000000000009,14,5,7.730384500231594_end
Movie Task-summer,subject_18,-11,210.22430050000548,7.20000000000001,10.0,2.0,8.09999999999999,10.0,9.0,8.299999999999992,2.2,5.799999999999997,1.0,8.0,9.199999999999989,1.1999999999999993,10.0,1.0,8.699999999999989,12,0,180
Movie Task-summer,subject_18,-11,55.96199670014903,5.400000000000016,9.0,1.0,6.199999999999996,2.7000000000000015,6.500000000000009,5.400000000000001,4.3000000000000025,1.0,1.7999999999999985,2.2000000000000117,6.700000000000008,4.0,8.29999999999999,2.0,5.500000000000005,12,1,45
Movie Task-summer,subject_18,-11,99.16437669983134,6.700000000000005,8.700000000000001,7.0,1.0,5.800000000000001,8.399999999999991,7.800000000000004,5.7,5.600000000000016,1.9999999999999973,3.0,7.799999999999992,5.700000000000012,10.0,1.2000000000000002,10.0,12,2,90
Movie Task-summer,subject_18,-11,191.2063540997915,3.100000000000001,10.0,1.0,5.999999999999998,9.0,7.0,7.6999999999999975,5.499999999999998,9.099999999999987,1.3000000000000154,3.7000000000000095,4.70000000000001,1.0,7.699999999999993,1.0,7.0,12,3,180
Movie Task-summer,subject_18,-11,71.34153220010921,6.0,9.299999999999985,8.999999999999993,7.399999999999992,7.500000000000002,7.0,2.999999999999999,2.4999999999999987,8.0,3.0,2.800000000000016,5.200000000000002,10.0,7.000000000000011,1.8999999999999992,5.899999999999999,12,4,60
Movie Task-summer,subject_18,-11,5.791547399945557,6.899999999999996,8.399999999999988,6.0,3.3000000000000003,5.999999999999997,7.5999999999999925,5.700000000000008,5.2000000000000135,5.6000000000000085,1.7000000000000153,6.299999999999996,7.399999999999995,7.199999999999994,5.599999999999999,2.799999999999998,7.199999999999995,12,5,5.791547399945557_end
Movie Task-lms,subject_18,13,163.7197562996298,5.700000000000015,7.899999999999992,8.000000000000004,8.599999999999987,5.700000000000012,7.299999999999994,7.499999999999992,5.600000000000012,5.500000000000005,2.900000000000009,7.899999999999991,5.400000000000009,7.699999999999992,3.600000000000006,5.3000000000000025,5.400000000000013,4,0,150
Movie Task-lms,subject_18,13,158.21161699993536,8.0,6.9999999999999964,8.699999999999987,5.600000000000012,5.499999999999998,5.500000000000001,5.500000000000001,6.0,5.300000000000017,5.3000000000000025,4.9000000000000075,6.000000000000014,7.899999999999991,4.200000000000001,5.899999999999999,5.999999999999997,4,1,150
Movie Task-lms,subject_18,13,113.37620019959286,5.5,9.099999999999985,8.000000000000004,5.799999999999999,5.300000000000017,6.0,6.599999999999994,6.6000000000000085,5.900000000000015,1.9000000000000008,5.6000000000000005,10.0,8.799999999999986,7.399999999999995,5.600000000000005,5.8999999999999995,4,2,105
Movie Task-lms,subject_18,13,128.05447400035337,5.799999999999997,8.49999999999999,8.0,6.700000000000008,8.000000000000007,6.4999999999999964,5.899999999999999,4.500000000000007,2.7000000000000157,1.4000000000000046,5.700000000000015,5.400000000000016,6.399999999999996,8.899999999999988,3.8000000000000167,6.2000000000000135,4,3,120
Movie Task-lms,subject_18,13,126.78560189995915,8.100000000000007,5.6000000000000005,4.00000000000001,5.700000000000008,5.9000000000000075,6.000000000000011,5.400000000000009,7.500000000000009,7.300000000000006,3.0,6.0,5.6000000000000085,6.7999999999999945,5.799999999999999,4.0,5.900000000000011,4,4,120
Movie Task-lms,subject_18,13,5.189047199673951,5.500000000000005,3.0,5.400000000000006,2.0,5.100000000000007,5.8,4.700000000000003,5.7,2.3999999999999977,2.699999999999999,5.200000000000017,5.400000000000006,4.500000000000002,5.300000000000013,2.4999999999999996,5.000000000000007,4,5,5.189047199673951_end
Movie Task-c4,subject_27,-14,241.10574269999051,7.599999999999998,10.0,3.0000000000000124,5.999999999999998,1.0,1.0,10.0,7.500000000000009,7.0,3.0000000000000124,6.500000000000002,1.0,3.0000000000000124,5.000000000000002,7.499999999999992,8.999999999999996,12,0,180
Movie Task-c4,subject_27,-14,58.0288854999817,2.9999999999999982,10.0,2.999999999999999,5.0,1.0,4.100000000000001,10.0,5.0,10.0,2.5000000000000013,7.0,3.0000000000000018,5.000000000000014,4.000000000000002,5.000000000000007,10.0,12,1,45
Movie Task-c4,subject_27,-14,120.49540689995047,2.699999999999999,6.200000000000003,2.900000000000009,3.5000000000000093,3.0,3.100000000000016,4.000000000000002,3.3000000000000127,1.9000000000000115,3.600000000000006,7.000000000000007,1.0,2.9000000000000017,5.10000000000001,2.0,8.499999999999991,12,2,90
Movie Task-c4,subject_27,-14,193.75340629997663,5.999999999999998,8.699999999999994,1.3000000000000047,3.9000000000000097,2.0,2.8000000000000016,2.3999999999999977,7.0,5.200000000000017,1.0,7.500000000000009,1.0,1.0,5.100000000000007,5.0,8.0,12,3,180
Movie Task-c4,subject_27,-14,70.05561179999495,4.100000000000014,8.599999999999994,2.4999999999999987,1.0,1.0,2.599999999999998,5.20000000000001,3.200000000000009,4.0,2.4000000000000083,9.499999999999988,1.3000000000000003,7.499999999999998,5.000000000000018,1.0,7.000000000000011,12,4,60
Movie Task-c4,subject_27,-14,4.9544782000011764,3.6000000000000023,7.100000000000007,6.9999999999999964,5.000000000000018,4.9000000000000075,4.500000000000018,6.399999999999998,3.600000000000013,4.10000000000001,4.100000000000017,7.499999999999995,2.4999999999999987,7.0,5.000000000000002,3.699999999999999,6.100000000000007,12,5,4.9544782000011764_end
Movie Task-lms,subject_27,-9,85.97760479996214,4.10000000000001,5.799999999999999,1.3000000000000154,2.0,1.0,8.29999999999999,6.299999999999996,1.3000000000000012,1.9000000000000008,1.5000000000000044,5.300000000000006,1.9000000000000044,4.200000000000001,7.799999999999994,2.0,7.799999999999997,0,0,75
Movie Task-lms,subject_27,-9,157.79142319998937,5.20000000000001,7.89999999999999,7.79999999999999,2.0,2.0,2.4000000000000155,7.8999999999999915,4.900000000000002,2.100000000000008,5.500000000000002,5.5,6.599999999999996,1.9000000000000008,4.8000000000000025,8.69999999999999,8.0,0,1,150
Movie Task-lms,subject_27,-9,113.90696479997132,4.700000000000017,7.399999999999993,9.399999999999995,1.0000000000000153,1.4000000000000117,1.7999999999999985,2.6000000000000014,2.7000000000000157,3.0,2.5000000000000013,5.4,2.0,7.699999999999994,5.899999999999998,7.199999999999993,8.899999999999993,0,2,105
Movie Task-lms,subject_27,-9,118.4107318999595,2.5000000000000155,8.899999999999993,7.799999999999997,3.2,7.599999999999994,6.899999999999993,3.4000000000000163,3.700000000000006,6.499999999999997,2.6000000000000156,6.199999999999997,4.900000000000002,8.499999999999995,6.599999999999995,6.500000000000012,7.0,0,3,105
Movie Task-lms,subject_27,-9,143.02986110001802,2.800000000000016,7.0,2.2999999999999985,1.0,8.2,1.8999999999999975,2.0,2.8000000000000123,7.500000000000005,7.20000000000001,4.900000000000002,1.0,6.9999999999999964,5.5,2.900000000000016,7.700000000000008,0,4,135
Movie Task-lms,subject_27,-9,8.465358100016601,7.0000000000000036,7.799999999999992,7.3000000000000025,1.0,7.100000000000007,8.500000000000005,2.0,2.2000000000000046,5.100000000000014,2.799999999999999,6.699999999999996,2.699999999999999,8.0,7.199999999999993,8.599999999999987,7.499999999999993,0,5,8.465358100016601_end
Movie Task-summer,subject_27,14,189.88766219996614,6.500000000000002,9.699999999999994,10.0,2.4999999999999987,2.6000000000000014,1.700000000000001,8.099999999999993,6.0,2.600000000000012,3.8000000000000096,6.100000000000014,7.100000000000003,10.0,8.899999999999988,8.699999999999989,8.199999999999989,7,0,180
Movie Task-summer,subject_27,14,112.605405099981,7.000000000000011,10.0,9.799999999999994,4.3000000000000025,10.0,8.599999999999987,2.8000000000000016,2.6000000000000014,2.600000000000012,2.699999999999999,4.30000000000001,6.999999999999995,10.0,9.59999999999999,9.299999999999985,5.200000000000002,7,1,105
Movie Task-summer,subject_27,14,143.79630520002684,8.200000000000003,10.0,3.9000000000000026,6.600000000000012,3.100000000000002,7.499999999999991,9.0,1.8000000000000045,3.8000000000000096,1.8999999999999984,5.600000000000012,9.0,10.0,10.0,9.499999999999988,7.89999999999999,7,2,135
Movie Task-summer,subject_27,14,99.1112421999569,5.10000000000001,10.0,8.899999999999993,3.5000000000000164,3.100000000000016,7.300000000000006,10.0,2.8000000000000123,2.0000000000000044,3.100000000000016,5.8,5.400000000000013,10.0,3.4999999999999996,9.0,7.799999999999997,7,3,90
Movie Task-summer,subject_27,14,159.97772870003246,7.399999999999999,10.0,9.099999999999989,2.899999999999998,2.799999999999998,8.0,8.999999999999993,2.600000000000012,2.6000000000000156,1.8999999999999992,4.8000000000000105,4.300000000000006,3.9000000000000132,2.200000000000001,7.999999999999989,10.0,7,4,150
Movie Task-summer,subject_27,14,11.58551530004479,5.400000000000013,8.999999999999986,7.79999999999999,2.899999999999999,2.1999999999999975,4.000000000000006,7.500000000000005,3.200000000000016,2.3999999999999986,2.400000000000012,5.699999999999999,5.0,8.099999999999996,4.400000000000014,10.0,10.0,7,5,11.58551530004479_end
Movie Task-summer,subject_38,-13,211.3282603000116,2.699999999999998,10.0,8.89999999999999,5.000000000000018,7.199999999999993,5.800000000000011,8.0,2.4999999999999996,2.099999999999999,5.200000000000002,8.0,8.0,7.199999999999999,5.000000000000003,7.699999999999991,6.999999999999995,5,0,135
Movie Task-summer,subject_38,-13,120.16256009999779,9.0,10.0,7.8999999999999915,4.200000000000002,8.700000000000005,9.0,1.8999999999999992,2.8000000000000123,5.000000000000007,5.1000000000000005,8.699999999999989,8.199999999999996,5.10000000000001,9.899999999999986,9.499999999999991,10.0,5,1,105
